Title,Content ID,Poster,Backdrop,Overview,Trailer,Type,Genres,Runtime (minutes),Number of Episodes,Rating,Release Year,Provider Name,Provider Logo,Origin Country,Primary Genres,Secondary Genres,Total Runtime (minutes),Latitude,Longitude
The Intern,257211,/9UoAC9tu8kIyRy8AcJnGhnH0gOH.jpg,/zFfaiMrOhWq8Tr95WEpMaG5znVo.jpg,"70-year-old widower Ben Whittaker has discovered that retirement isn't all it's cracked up to be. Seizing an opportunity to get back in the game, he becomes a senior intern at an online fashion site, founded and run by Jules Ostin.",https://www.youtube.com/watch?v=324pojjHOhI,movie,Comedy,121,1,7.2,2015,N/A,N/A,United States of America,Comedy,N/A,121,39.78373,-100.44588
The Secret Life of Pets 2,412117,/q3mKnSkzp1doIsCye6ap4KIUAbu.jpg,/UxGdlGzCx5R5FdY8BDM0FQkyKi.jpg,"Max the terrier must cope with some major life changes when his owner gets married and has a baby. When the family takes a trip to the countryside, nervous Max has numerous run-ins with canine-intolerant cows, hostile foxes and a scary turkey. Luckily for Max, he soon catches a break when he meets Rooster, a gruff farm dog who tries to cure the lovable pooch of his neuroses.",https://www.youtube.com/watch?v=tGint9jAKjc,movie,"Adventure, Animation, Comedy, Family",86,1,6.96,2019,N/A,N/A,United States of America,Action/Adventure, Animation,86,39.78373,-100.44588
The Mystic River,125800,/4iCXVB0h43p7mAAESD9481um8xD.jpg,N/A,"As pregnant women vanish in a remote Nigerian village over decades, a doctor with child finds herself extremely close to uncovering dangerous secrets.",N/A,tv,,40,6,0,2021,N/A,N/A,N/A,Documentary/Other,N/A,240,51.56687,4.9285
Ares,86769,/iVUiL32XmwQyba3EH2E3g77dXge.jpg,/gniQXfQuVwh3OlEGAlwlH6dRja8.jpg,"When her friend suffers a bizarre accident, Rosa realizes the secret student society they've just joined is built on demonic secrets from Dutch history.",https://www.youtube.com/watch?v=qNUoCEa8k3I,tv,Mystery,33,8,6.48,2020,Netflix,/pbpMk2JmcoNnQwx5JGpXngfoWtp.jpg,Kingdom of the Netherlands,Documentary/Other,N/A,264,52.24765,5.54125
She's Gotta Have It,72633,/fcbZ94T3eySDCMAlVfe3s69LiDJ.jpg,/kekSNLQzjOEsVp1zAZXEb94Ed4v.jpg,"Nola Darling struggles to define herself and divide her time among her friends, job and three lovers. A new take on Spike Lee's film, in 10 episodes.",https://www.youtube.com/watch?v=d7E3F0Vt2rE,tv,Comedy,30,19,6.41,2017,Netflix,/pbpMk2JmcoNnQwx5JGpXngfoWtp.jpg,United States of America,Comedy,N/A,570,39.78373,-100.44588
Pineapple Express,10189,/6E50WjeOYjDZg9HXgPjYdGtY2jG.jpg,/gnWhqrGlDUXBv7L5kXN6o7iMoYs.jpg,A stoner and his dealer are forced to go on the run from the police after the pothead witnesses a cop commit a murder.,https://www.youtube.com/watch?v=wBSg5HOpXgs,movie,"Action, Comedy, Crime",111,1,6.6,2008,N/A,N/A,United States of America,Action/Adventure, Comedy,111,39.78373,-100.44588
Black Earth Rising,82209,/77MPYFMYiMi0PFXk1Kr5Nv9yaO7.jpg,/wikVrWQckbFT1ukTAQLPjU3PfAH.jpg,"As a child, Kate Ashby was rescued from the horrific aftermath of the Rwandan genocide and brought to the UK. But the tragic shadow of her past proves impossible to escape.",https://www.youtube.com/watch?v=ugxQuVPmVZU,tv,"Drama, Crime",60,8,6.8,2018,Netflix,/pbpMk2JmcoNnQwx5JGpXngfoWtp.jpg,United Kingdom of Great Britain and Northern Ireland,Drama, Crime,480,54.70235,-3.27658
Little Evil,346671,/na7hmXernwsm59rEBwewJ0mf53m.jpg,/8ufJoW3aI2VSFRNr7y1F4ntw21B.jpg,"Gary, who has just married Samantha, the woman of his dreams, discovers that her six-year-old son may be the Antichrist.",https://www.youtube.com/watch?v=Mnj-MXs1yVU,movie,"Comedy, Horror",94,1,5.6,2017,Netflix,/pbpMk2JmcoNnQwx5JGpXngfoWtp.jpg,United States of America,Comedy, Horror,94,39.78373,-100.44588
iBoy,414190,/aqwQPVosPSjfXRF6bO9Wg48ylAR.jpg,/oKpkhLNQuLgokAx7SVIs3uu4Ig7.jpg,"After an accident, Tom wakes from a coma to discover that fragments of his smart phone have been embedded in his head, and worse, that returning to normal teenage life is impossible because he has developed a strange set of super powers.",https://www.youtube.com/watch?v=FbEWtpSmJXg,movie,"Action, Science Fiction",90,1,5.97,2017,Netflix,/pbpMk2JmcoNnQwx5JGpXngfoWtp.jpg,United States of America,Action/Adventure, Science Fiction,90,39.78373,-100.44588
L.A.'s Finest,85385,/pecfFki7ADklKNuqMrcBD7U9lWc.jpg,/ojSWom4hbO8RAhMem8jITICrKlD.jpg,"Syd Burnett has left her complicated past behind to become an LAPD detective. Paired with a new partner, Nancy McKenna, a working mom with an equally complex past, Syd is pushed to examine whether her unapologetic lifestyle might be masking a greater personal secret. These two women don't agree on much, but they find common ground when it comes to taking on the most dangerous criminals in Los Angeles.",https://www.youtube.com/watch?v=EM-IjF99iTA,tv,"Crime, Drama",45,26,7.13,2019,N/A,N/A,United States of America,Documentary/Other, Drama,1170,39.78373,-100.44588
Sisters,74654,/gOewLpcBU9eL7eRqXehw05AAqoC.jpg,/mwTIwlCSbzr0oKdd0IhbPKep2Q5.jpg,"A woman's life is turned upside down when she finds out her father used his sperm in a number of IVF procedures, leading her to track down her newly discovered siblings.",https://www.youtube.com/watch?v=Fv446_CCAd0,tv,Drama,47,7,7.6,2017,N/A,N/A,Australia,Drama,N/A,329,-24.77611,134.755
S.W.A.T.: Under Siege,461053,/sGcDltZ2aUgLV7oFxGlpO1oGmc0.jpg,/cz1EXa6aRBzrX0q2lByOHo079jI.jpg,"When a D.E.A. and S.W.A.T. cartel takedown ends in a shootout, S.W.A.T. Agent Travis Hall seizes a mysterious prisoner taking him into custody. Before long, the S.W.A.T. compound is under siege by wave-after-wave of assault teams attempting to recover the prisoner known as “The Scorpion” for the tattoo blazed across his back. When Travis discovers that his prisoner is a Secret Ops double agent planted within the cartel, it’s up to him and his expert S.W.A.T. team to keep “The Scorpion” and his billion dollar secrets safe.",https://www.youtube.com/watch?v=H8-SFAbDu3w,movie,"Action, Crime, Thriller",89,1,5.88,2017,Netflix,/pbpMk2JmcoNnQwx5JGpXngfoWtp.jpg,United States of America,Action/Adventure, Crime,89,39.78373,-100.44588
The Matrix,603,/f89U3ADr1oiB1s9GkdPOEpXUk5H.jpg,/icmmSD4vTTDKOq2vvdulafOGw93.jpg,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.",https://www.youtube.com/watch?v=d0XTFAMmhrE,movie,"Action, Science Fiction",136,1,8.22,1999,Now TV Cinema,/6sJLsWk4TZHz1EffmTRSkaDehkh.jpg,United States of America,Action/Adventure, Science Fiction,136,39.78373,-100.44588
The Boy and the Beast,315465,/kzKJxfIdZ70nsPfKyq7hlYlJwSx.jpg,/keSpEdNRKB1MW3zLcpz2AxPWVBJ.jpg,"Kyuta, a boy living in Shibuya, and Kumatetsu, a lonesome beast from Jutengai, an imaginary world. One day, Kyuta forays into the imaginary world and, as he's looking for his way back, meets Kumatetsu who becomes his spirit guide. That encounter leads them to many adventures.",https://www.youtube.com/watch?v=mnlQWM_F7AI,movie,"Action, Adventure, Animation, Drama, Family, Fantasy",119,1,8,2015,Crunchyroll Amazon Channel,/j7wdfXtHKUpV9CNwnXUa68HImFx.jpg,Japan,Action/Adventure, Adventure,119,36.57484,139.23942
Wet Hot American Summer: Ten Years Later,73132,/cpztqCrGNEjBQYlW0behUYMVs1t.jpg,/mh4f95f0LVvSrZ0ZexmOOvflOg7.jpg,"A decade after their wild summer as junior counselors, the gang reunites for a weekend of bonding, hanky-panky and hair-raising adventures.",https://www.youtube.com/watch?v=226497185,tv,Comedy,28,8,6.4,2017,Netflix,/pbpMk2JmcoNnQwx5JGpXngfoWtp.jpg,United States of America,Comedy,N/A,224,39.78373,-100.44588
Seventh Son,68737,/7Q8DfXSjcFSSQDOxz1Sk865wNqI.jpg,/wPZPiHsd7Oz3vg3IuVRtSHBY9iU.jpg,"John Gregory, who is a seventh son of a seventh son and also the local spook, has protected the country from witches, boggarts, ghouls and all manner of things that go bump in the night. However John is not young anymore, and has been seeking an apprentice to carry on his trade. Most have failed to survive. The last hope is a young farmer's son named Thomas Ward. Will he survive the training to become the spook that so many others couldn't?",https://www.youtube.com/watch?v=5i90Qr0Qi6w,movie,"Adventure, Fantasy",102,1,5.5,2014,N/A,N/A,United States of America,Action/Adventure, Fantasy,102,39.78373,-100.44588
Trollhunters: Rise of the Titans,730840,/zvUNFeTz0Sssb210wSiIiHRjA4W.jpg,/3OwaKVZf3A2NdnarqKbwzFEhKir.jpg,"The Guardians of Arcadia reunite to battle the nefarious Arcane Order, who've reawakened the primordial Titans.",https://www.youtube.com/watch?v=6H4Y21Hg2L8,movie,"Animation, Fantasy, Family, Action, Adventure",106,1,7.56,2021,Netflix,/pbpMk2JmcoNnQwx5JGpXngfoWtp.jpg,United States of America,Animation, Fantasy,106,39.78373,-100.44588
Sexy Beasts,128250,/d6PnWnOAh5279AWu1cQjlVleVwi.jpg,/bGmWzbzq3y7k2e73ljF6i0tEBiy.jpg,"Hoping to say goodbye to superficial dating, real-life singles sport elaborate makeup and prosthetics to put true blind-date chemistry to the test.",https://www.youtube.com/watch?v=bKJOsy3Kf18,tv,Reality,22,12,5.8,2021,Netflix,/pbpMk2JmcoNnQwx5JGpXngfoWtp.jpg,N/A,Documentary/Other,N/A,264,51.56687,4.9285
The Grudge,1970,/k4uZADZQPvLuudQP5l11hS317LF.jpg,/e8nfiNRrcUfebNLPKtR6dzgV1M1.jpg,"An American nurse living and working in Tokyo is exposed to a mysterious supernatural curse, one that locks a person in a powerful rage before claiming their life and spreading to another victim.",https://www.youtube.com/watch?v=tqn2t3PefdY,movie,"Horror, Mystery, Thriller",92,1,5.9,2004,N/A,N/A,United States of America,Horror, Mystery,92,39.78373,-100.44588
Now You See Me 2,291805,/A81kDB6a1K86YLlcOtZB27jriJh.jpg,/qWE206uqSbEXLVATvbB6fUIX8WE.jpg,"One year after outwitting the FBI and winning the public’s adulation with their mind-bending spectacles, the Four Horsemen resurface only to find themselves face to face with a new enemy who enlists them to pull off their most dangerous heist yet.",https://www.youtube.com/watch?v=fkhNUDh1PP4,movie,"Crime, Thriller, Action, Mystery",129,1,6.83,2016,Sky Go,/1UrT2H9x6DuQ9ytNhsSCUFtTUwS.jpg,United States of America,Documentary/Other, Thriller,129,39.78373,-100.44588
BEASTARS,90937,/meyjrOD80ZlaXaQ79xJd4Ku97IG.jpg,/11Pfh4yqjKbOgn5vY3AQD9VU4Vc.jpg,"In a world where beasts of all kinds coexist, a gentle wolf awakens to his own predatory urges as his school deals with a murder within its midst.",https://www.youtube.com/watch?v=IXsURQxoGe8,tv,"Animation, Drama, Mystery",23,24,8.52,2019,Netflix,/pbpMk2JmcoNnQwx5JGpXngfoWtp.jpg,Japan,Animation, Drama,552,36.57484,139.23942
The Road to El Dorado,10501,/ryXm7xp4aqQyda0FU2eMfHehPBg.jpg,/ciM5RFsBoWEj0tbwJy42Hr76iRd.jpg,"After a failed swindle, two con-men end up with a map to El Dorado, the fabled ""city of gold,"" and an unintended trip to the New World.  Much to their surprise, the map does lead the pair to the mythical city, where the startled inhabitants promptly begin to worship them as gods.  The only question is, do they take the worshipful natives for all they're worth, or is there a bit more to El Dorado than riches?",https://www.youtube.com/watch?v=JcOfJwN0bdY,movie,"Family, Adventure, Animation, Comedy, Fantasy",89,1,7.26,2000,Sky Go,/1UrT2H9x6DuQ9ytNhsSCUFtTUwS.jpg,United States of America,Documentary/Other, Adventure,89,39.78373,-100.44588
Shadow and Bone - The Afterparty,820744,/wBWpIloTXwV0JwfTzmcVv1qekgH.jpg,/ypCKQyM22GWHONf0Ikw9bJRunpE.jpg,"Stars of Netflix's ""Shadow and Bone"" discuss the show's epic combat scenes, answer some fan questions and play an ""Army vs. Crows"" trivia game.",N/A,movie,,32,1,7.5,2021,Netflix,/pbpMk2JmcoNnQwx5JGpXngfoWtp.jpg,N/A,Documentary/Other,N/A,32,51.56687,4.9285
Luna Nera,96346,/ukAWA52fqoNSfkbbNB3XkKqsycz.jpg,/faN1IRB3QTInzayMIuXrDjXet4A.jpg,"In 17th-century Italy, a teenager learns about her destiny among a family of witches, just as her boyfriend's father hunts her down for witchcraft.",N/A,tv,"Sci-Fi & Fantasy, Drama",45,6,7.6,2020,Netflix,/pbpMk2JmcoNnQwx5JGpXngfoWtp.jpg,Italian Republic,Science Fiction/Fantasy, Drama,270,38.75356,-9.14318
RESIDENT EVIL: Infinite Darkness,110642,/xCHJq63FrXCJAF7v69Obd24siDF.jpg,/uPHXbrh9jlq2XgfjjTFlkJfgtOQ.jpg,"Years after the horrors of Raccoon City, Leon and Claire find themselves consumed by a dark conspiracy when a viral attack ravages the White House.",https://www.youtube.com/watch?v=P-js-Eww1OI,tv,"Animation, Drama, Action & Adventure, Sci-Fi & Fantasy",26,4,7.67,2021,Netflix,/pbpMk2JmcoNnQwx5JGpXngfoWtp.jpg,Japan,Animation, Drama,104,36.57484,139.23942
Resident Evil: Vendetta,400136,/r27iDZNaoyLJyKlD8eNchRtvq8C.jpg,/bcWjiU1TywC8fYlkDK4MpQ9iEMF.jpg,BSAA Chris Redfield enlists the help of government agent Leon S. Kennedy and Professor Rebecca Chambers from Alexander Institute of Biotechnology to stop a death merchant with a vengeance from spreading a deadly virus in New York.,https://www.youtube.com/watch?v=XzFhZ5hrTqY,movie,"Animation, Horror, Adventure, Action, Science Fiction",97,1,6.89,2017,N/A,N/A,Japan,Animation, Horror,97,36.57484,139.23942
Cargo,425972,/cdPSUck4tBRvRu6DFk6XciDrssn.jpg,/tiIpajUBpLMNWMEzpjRBxo0jCbD.jpg,"After being infected in the wake of a violent pandemic and with only 48 hours to live, a father struggles to find a new home for his baby daughter.",https://www.youtube.com/watch?v=SEiHP1vuCPg,movie,"Drama, Thriller, Horror",105,1,6.41,2017,Netflix,/pbpMk2JmcoNnQwx5JGpXngfoWtp.jpg,United Kingdom of Great Britain and Northern Ireland,Drama, Thriller,105,54.70235,-3.27658
The Cook of Castamar,115567,/nugWvs4UOIWIMB0gVkn42FdZ2Ju.jpg,/bYPULzulmE0uy4JgziZVRpmJYcH.jpg,"Set in early 18th-century Madrid, the plot follows the love story between an agoraphobic cook and a widowed nobleman.",N/A,tv,"Drama, Soap",50,12,6.9,2021,Netflix,/pbpMk2JmcoNnQwx5JGpXngfoWtp.jpg,Kingdom of Spain,Drama, Soap,600,39.32607,-4.83798
Rurouni Kenshin Part I: Origins,127533,/v9znzqtCXhx1pkPa6ucU5w3LOik.jpg,/2bHoj05gR7I5gp4oeoDCY6bU42d.jpg,"In 1868, after the Bakumatsu war ends, the ex-assassin Kenshin Himura traverses Japan with an inverted sword, to defend the needy without killing.",https://www.youtube.com/watch?v=SZCAIAvQeAM,movie,"Adventure, Action, Fantasy, War, History",134,1,7.52,2012,Netflix,/pbpMk2JmcoNnQwx5JGpXngfoWtp.jpg,N/A,Action/Adventure, Action,134,51.56687,4.9285
Star Trek,253,/1CIGsKSq4DvJpsC4M7c8mW6iTPf.jpg,/ywK4VrR7vL56mDGXDLMtFypwqA8.jpg,"Space. The Final Frontier. The U.S.S. Enterprise embarks on a five year mission to explore the galaxy. The Enterprise is under the command of Captain James T. Kirk with First Officer Mr. Spock, from the planet Vulcan. With a determined crew, the Enterprise encounters Klingons, Romulans, time paradoxes, tribbles and genetic supermen led by Khan Noonian Singh. Their mission is to explore strange new worlds, to seek new life and new civilizations, and to boldly go where no man has gone before.",https://www.youtube.com/watch?v=8mpRlAb2xRw,tv,"Sci-Fi & Fantasy, Drama",50,79,8.06,1966,Netflix,/pbpMk2JmcoNnQwx5JGpXngfoWtp.jpg,United States of America,Science Fiction/Fantasy, Drama,3950,39.78373,-100.44588
Dynasty Warriors,525660,/7BCTdek5LFHglcgl7shsm7igJAH.jpg,/iJ2HVOZT9Kjayrhy21pbGIJs9ey.jpg,"In the turbulent late Eastern Han Dynasty. Ambitious Dong Zhuo controls the court and the commonalty, and heroes from all over the country begin to rise.",https://www.youtube.com/watch?v=claFgYAd7Fc,movie,"Action, Adventure, Fantasy",118,1,6,2021,Netflix,/pbpMk2JmcoNnQwx5JGpXngfoWtp.jpg,N/A,Action/Adventure, Adventure,118,51.56687,4.9285
Dora and the Lost City of Gold,499701,/xvYCZ740XvngXK0FNeSNVTJJJ5v.jpg,/61sbyO47yIpsMFyLhY1MWcqjg1Q.jpg,"Dora, a girl who has spent most of her life exploring the jungle with her parents, now must navigate her most dangerous adventure yet: high school. Always the explorer, Dora quickly finds herself leading Boots (her best friend, a monkey), Diego, and a rag tag group of teens on an adventure to save her parents and solve the impossible mystery behind a lost Inca civilization.",https://www.youtube.com/watch?v=ksj69JaBrAo,movie,"Adventure, Comedy, Family, Fantasy",102,1,6.65,2019,Paramount Plus,/h5DcR0J2EESLitnhR8xLG1QymTE.jpg,United States of America,Action/Adventure, Comedy,102,39.78373,-100.44588
G.I. Joe: The Rise of Cobra,14869,/mc9b25IAprHfsaOz0wTshOwGHcY.jpg,/vBV2nF3yqYrskq2y1bSSuAuGqcz.jpg,"From the Egyptian desert to deep below the polar ice caps, the elite G.I. JOE team uses the latest in next-generation spy and military equipment to fight the corrupt arms dealer Destro and the growing threat of the mysterious Cobra organization to prevent them from plunging the world into chaos.",https://www.youtube.com/watch?v=aFtzNHTB4C0,movie,"Adventure, Action, Thriller, Science Fiction",118,1,5.78,2009,Paramount Plus,/h5DcR0J2EESLitnhR8xLG1QymTE.jpg,United States of America,Action/Adventure, Action,118,39.78373,-100.44588
Trese,94924,/zNYPSo9nhrLyy453s5SsC0MCTuz.jpg,/isTQeaP6kp4lc9OBLKYGqK3ncu2.jpg,"In Manila, where dark supernatural forces pervade the criminal underworld, it’s up to Alexandra Trese to keep the peace — but there’s a storm brewing.",https://www.youtube.com/watch?v=RKuSsvKjPBQ,tv,"Animation, Sci-Fi & Fantasy, Mystery, Crime",34,6,7.2,2021,Netflix,/pbpMk2JmcoNnQwx5JGpXngfoWtp.jpg,United States of America,Animation, Sci-Fi & Fantasy,204,39.78373,-100.44588
S.W.A.T.: Firefight,54445,/hDeBVLKDeyavwHRPy8z5yBynNj4.jpg,/mLAgmcqB0VLNHPUlOgYqujQvzdS.jpg,"Los Angeles S.W.A.T. officer, Lt. Paul Cutler, is sent to train the Detroit S.W.A.T. team on new anti-terrorism and homeland security techniques. Cutler has a hard time settling into his assignment as he locks horns with his new captain and encounters resistance from the team he must lead. Cutler begins to adjust to his new assignment, starting a budding romance with police psychologist Kim Byers along the way. Unexpectedly, a routine hostage call turns deadly, and a relentless ex-government agent named Walter Hatch vows revenge on Cutler and the entire S.W.A.T. team for killing the woman he loves. Cutler must use his considerable S.W.A.T. training and knowledge to save his teammates and defeat a trained killer.",https://www.youtube.com/watch?v=m1OCLApuHjE,movie,"Action, Crime, Thriller",89,1,5.68,2011,N/A,N/A,United States of America,Action/Adventure, Crime,89,39.78373,-100.44588
Seis Manos,93953,/gLIC5AigbrUYP2vHoBhmm687nnF.jpg,/qFkKeqoho9belJ6bHDMGtfxWrsI.jpg,"Orphans raised by a martial arts master are plunged into a mystery involving demonic powers, drug cartels, ancient rituals and blood sacrifice.",https://www.youtube.com/watch?v=z9AMScNK5Zw,tv,"Action & Adventure, Animation",27,8,6.8,2019,Netflix,/pbpMk2JmcoNnQwx5JGpXngfoWtp.jpg,United States of America,Action/Adventure, Animation,216,39.78373,-100.44588
The Discovery,376134,/nLIDouFvreSrs8xK62zuvpEPDw0.jpg,/dA7YLnc5ztTGiVPWz3GsaMRRz9r.jpg,"In the near future, due to a breakthrough scientific discovery by Dr. Thomas Harbor, there is now definitive proof of an afterlife. While countless people have chosen suicide to reset their existence, others try to decide what it all means. Among them is Dr. Harbor's son Will, who has arrived at his father's isolated compound with a mysterious young woman named Isla. There, they discover the strange acolytes who help Dr. Harbor with his experiments.",https://www.youtube.com/watch?v=z9j6WcdU-ts,movie,"Drama, Romance, Science Fiction, Thriller, Mystery",102,1,6.3,2017,Netflix,/pbpMk2JmcoNnQwx5JGpXngfoWtp.jpg,United Kingdom of Great Britain and Northern Ireland,Drama, Romance,102,54.70235,-3.27658
Now You See Me,75656,/tWsNYbrqy1p1w6K9zRk0mSchztT.jpg,/xEY0MV2jSQBz9iOJfCFvLTiPGMA.jpg,An FBI agent and an Interpol detective track a team of illusionists who pull off bank heists during their performances and reward their audiences with the money.,https://www.youtube.com/watch?v=DaavRAV8a0A,movie,"Thriller, Crime",116,1,7.34,2013,Netflix,/pbpMk2JmcoNnQwx5JGpXngfoWtp.jpg,United States of America,Documentary/Other, Crime,116,39.78373,-100.44588
Congo,10329,/hPNSToNIIpRO6y5Rh973leqQqNr.jpg,/g3wWgcKTGhfAA4LPvVGBPx0drWw.jpg,"Eight people embark on an expedition into the Congo, a mysterious expanse of unexplored Africa where human greed and the laws of nature have gone berserk. When the thrill-seekers -- some with ulterior motives -- stumble across a race of killer apes.",https://www.youtube.com/watch?v=icu59hembVk,movie,"Action, Adventure, Science Fiction",109,1,5.54,1995,Now TV Cinema,/6sJLsWk4TZHz1EffmTRSkaDehkh.jpg,United States of America,Action/Adventure, Adventure,109,39.78373,-100.44588
The Ranch,65493,/lrbHBAxF9Ir83rxgeBrfmEJriLt.jpg,/rIycDdkLET20EVW2LPytLNuyOp3.jpg,"Being a pro athlete didn't pan out for Colt. Now he's helping his dad and brother keep the ranch afloat, and figuring out how he fits into the family.",https://www.youtube.com/watch?v=epCvKyjH7g8,tv,"Comedy, Family",30,80,7.5,2016,Netflix,/pbpMk2JmcoNnQwx5JGpXngfoWtp.jpg,United States of America,Comedy, Family,2400,39.78373,-100.44588
You Don't Mess with the Zohan,10661,/gBhLQmpCPoKFMCGsulMbIFzrBID.jpg,/tfUotS2rLaIu7ieJPDonyDn5EqQ.jpg,An Israeli counterterrorism soldier with a secretly fabulous ambition to become a Manhattan hairstylist. Zohan's desire runs so deep that he'll do anything -- including faking his own death and going head-to-head with an Arab cab driver -- to make his dreams come true.,https://www.youtube.com/watch?v=ucmnTmYpGhI,movie,"Comedy, Action",113,1,5.7,2008,N/A,N/A,United States of America,Comedy, Action,113,39.78373,-100.44588
Evan Almighty,2698,/5vjH8oQFZXJ0gTOPsJKWidVsWmg.jpg,/gdGIwCH9OS2w2USTKUlcTppXfXz.jpg,"Junior congressman Evan Baxter, whose wish is to ""change the world"" is heard by none other than God. When God appears with the perplexing request to build an ark, Evan is sure he is losing it.",https://www.youtube.com/watch?v=R1QArbkQsVw,movie,"Fantasy, Comedy, Family",96,1,5.6,2007,Amazon Prime Video,/dQeAar5H991VYporEjUspolDarG.jpg,United States of America,Science Fiction/Fantasy, Comedy,96,39.78373,-100.44588
Shadowhunters,63210,/66YHvvVduC21xcMXPpBBF0ywyVZ.jpg,/o0PtXGp2XyoRu0S1uPYzDpMnkOM.jpg,"When Clary Fray's mother has disappeared, Clary joins a band of Shadowhunters; demon killing hunters, and gets caught up in a plan to save the world.",https://www.youtube.com/watch?v=nA6nGwUwLt4,tv,"Action & Adventure, Drama, Sci-Fi & Fantasy",42,55,7.54,2016,Netflix,/pbpMk2JmcoNnQwx5JGpXngfoWtp.jpg,United States of America,Action/Adventure, Drama,2310,39.78373,-100.44588
Hellboy II: The Golden Army,11253,/582tPE3faoiVpECMdGCNFxVwe70.jpg,/44Nxgb2yGPfopdD2k7yZXpiZPYJ.jpg,"Hellboy, his pyrokinetic girlfriend, Liz, and aquatic empath, Abe Sapien, face their biggest battle when an underworld elven prince plans to reclaim Earth for his magical kindred. Tired of living in the shadow of humans, Prince Nuada tries to awaken an ancient force of killing machines, the all-powerful Golden Army, to clear the way for fantasy creatures to roam free. Only Hellboy can stop the dark prince and prevent humanity's annihilation.",https://www.youtube.com/watch?v=FvZv-WkgwOU,movie,"Fantasy, Adventure, Action",120,1,6.76,2008,Sky Go,/1UrT2H9x6DuQ9ytNhsSCUFtTUwS.jpg,United States of America,Science Fiction/Fantasy, Adventure,120,39.78373,-100.44588
Katla,104157,/eHCjBITSdqcU85C8IdlQTb6aOV1.jpg,/mF25LlPgSek0Wgv6NUKSlzLLQBQ.jpg,"A year after a subglacial volcano erupts, mysterious elements from prehistoric times emerge from the melting ice, bringing unforeseen consequences.",https://www.youtube.com/watch?v=X9zZl5nov68,tv,"Drama, Mystery, Sci-Fi & Fantasy",45,8,7.02,2021,Netflix,/pbpMk2JmcoNnQwx5JGpXngfoWtp.jpg,Republic of Iceland,Drama, Mystery,360,64.98418,-18.1059
Kevin Hart: Zero F**ks Given,762511,/mGQBQTyVqbGWiAMLPNdRuyyjQKO.jpg,/cLXWYcLTcocrpuMFrsWLaFFU9Pm.jpg,"Kevin Hart serves up laughs and brick oven pizza from the comfort of his home, and dishes on male group chats, sex after 40 and life with COVID-19.",https://www.youtube.com/watch?v=2aZv7eosowI,movie,Comedy,69,1,6.8,2020,Netflix,/pbpMk2JmcoNnQwx5JGpXngfoWtp.jpg,United States of America,Comedy,N/A,69,39.78373,-100.44588
Last Vegas,137093,/9Aht200Eu2jYiE9cEQdFfNDtHl6.jpg,/aDgkqsFurAuN5hBQIJZ6bbV5lS7.jpg,"Aging pals Billy, Paddy, Archie, and Sam have been best friends since childhood. When Billy finally proposes to his much-younger girlfriend, all four friends go to Las Vegas to celebrate the end of Billy's longtime bachelorhood and relive their glory days. However, the four quickly realize that the intervening decades have changed Sin City and tested their friendship in ways they had not imagined.",https://www.youtube.com/watch?v=F9t9wAADUDI,movie,Comedy,105,1,6.4,2013,N/A,N/A,United States of America,Comedy,N/A,105,39.78373,-100.44588
Mary Queen of Scots,457136,/b5RMzLAyq5QW6GtN9sIeAEMLlBI.jpg,/iv5N169nQIzrS0pZ8MBEiemTtVt.jpg,"In 1561, Mary Stuart, widow of the King of France, returns to Scotland, reclaims her rightful throne and menaces the future of Queen Elizabeth I as ruler of England, because she has a legitimate claim to the English throne. Betrayals, rebellions, conspiracies and their own life choices imperil both Queens. They experience the bitter cost of power, until their tragic fate is finally fulfilled.",https://www.youtube.com/watch?v=x6LeGT4Ja8w,movie,"Drama, History",124,1,6.57,2018,N/A,N/A,United States of America,Drama, History,124,39.78373,-100.44588
Trese After Dark,839144,/kiIWYJCznIxtaoocBB6AY46x69U.jpg,/gqleax83JT3J2AlwkQ6LpMpsdng.jpg,"Stars and creators gather to discuss ""Trese,"" from its Filipino folklore inspirations to the comic's beginnings and its journey to an anime series.",N/A,movie,Documentary,36,1,6.6,2021,Netflix,/pbpMk2JmcoNnQwx5JGpXngfoWtp.jpg,Republic of the Philippines,Documentary/Other,N/A,36,12.75035,122.73121
The Imitation Game,205596,/zSqJ1qFq8NXFfi7JeIYMlzyR0dx.jpg,/gLQoJ9P79g501oEEtrN8zMlCPpx.jpg,"Based on the real life story of legendary cryptanalyst Alan Turing, the film portrays the nail-biting race against time by Turing and his brilliant team of code-breakers at Britain's top-secret Government Code and Cypher School at Bletchley Park, during the darkest days of World War II.",https://www.youtube.com/watch?v=hsbOQ2eaf3E,movie,"History, Drama, Thriller, War",113,1,8,2014,Netflix,/pbpMk2JmcoNnQwx5JGpXngfoWtp.jpg,United States of America,Documentary/Other, Drama,113,39.78373,-100.44588
